Estado_Sigla,Preco_Media
AC,4.87
AL,4.58
AM,4.44
AP,3.92
BA,4.57
CE,4.57
DF,4.3
ES,4.51
GO,4.56
MA,4.41
MG,4.71
MS,4.23
MT,4.51
PA,4.69
PB,4.35
PE,4.38
PI,4.58
PR,4.22
RJ,4.87
RN,4.56
RO,4.53
RR,4.14
RS,4.53
SC,4.07
SE,4.37
SP,4.18
TO,4.63
Total,4.43
