Estado_Sigla,Preco_Media
AC,3.21
AL,2.76
AM,2.95
AP,2.79
BA,2.77
CE,2.78
DF,2.83
ES,2.86
GO,2.8
MA,2.74
MG,2.84
MS,2.87
MT,2.97
PA,2.94
PB,2.61
PE,2.75
PI,2.62
PR,2.72
RJ,2.88
RN,2.71
RO,2.97
RR,2.89
RS,2.8
SC,2.72
SE,2.78
SP,2.64
TO,2.9
Total,2.76
