Estado_Sigla,Preco_Media
AC,4.5
AL,3.95
AM,4.05
AP,3.71
BA,3.9
CE,3.99
DF,3.9
ES,3.87
GO,4.03
MA,3.64
MG,3.97
MS,3.8
MT,3.9
PA,4.14
PB,3.72
PE,3.8
PI,3.74
PR,3.84
RJ,4.21
RN,3.89
RO,4.0
RR,3.79
RS,4.02
SC,3.7
SE,3.79
SP,3.66
TO,3.98
Total,3.86
