Estado_Sigla,Preco_Media
AC,3.17
AL,2.83
AM,2.82
AP,2.9
BA,2.79
CE,2.78
DF,2.83
ES,2.87
GO,2.87
MA,2.74
MG,2.78
MS,2.81
MT,2.92
PA,2.91
PB,2.57
PE,2.69
PI,2.7
PR,2.71
RJ,2.84
RN,2.75
RO,2.95
RR,2.92
RS,2.76
SC,2.72
SE,2.71
SP,2.64
TO,2.89
Total,2.75
