Estado_Sigla,Preco_Media
AC,3.29
AL,2.87
AM,3.04
AP,2.94
BA,2.93
CE,2.9
DF,2.96
ES,2.93
GO,2.92
MA,2.88
MG,2.94
MS,3.01
MT,3.03
PA,3.06
PB,2.76
PE,2.83
PI,2.74
PR,2.87
RJ,3.01
RN,2.87
RO,3.06
RR,3.01
RS,2.9
SC,2.85
SE,2.9
SP,2.76
TO,3.02
Total,2.88
