Estado_Sigla,Preco_Media
AC,6.07
AL,5.49
AM,5.17
AP,4.61
BA,5.51
CE,5.4
DF,5.44
ES,5.45
GO,5.66
MA,5.13
MG,5.66
MS,5.42
MT,5.37
PA,5.54
PB,5.16
PE,5.3
PI,5.57
PR,5.15
RJ,5.89
RN,5.6
RO,5.48
RR,5.08
RS,5.53
SC,5.15
SE,5.37
SP,5.12
TO,5.68
Total,5.35
