Estado_Sigla,Preco_Media
AC,4.19
AL,3.82
AM,3.93
AP,3.68
BA,3.78
CE,3.93
DF,3.56
ES,3.72
GO,3.8
MA,3.63
MG,3.79
MS,3.59
MT,3.73
PA,4.11
PB,3.66
PE,3.7
PI,3.66
PR,3.69
RJ,3.95
RN,3.83
RO,3.93
RR,3.86
RS,3.88
SC,3.56
SE,3.6
SP,3.52
TO,3.84
Total,3.71
