Estado_Sigla,Preco_Media
AC,3.98
AL,3.51
AM,3.77
AP,3.45
BA,3.6
CE,3.59
DF,3.6
ES,3.51
GO,3.5
MA,3.4
MG,3.51
MS,3.43
MT,3.48
PA,3.7
PB,3.29
PE,3.51
PI,3.38
PR,3.41
RJ,3.63
RN,3.45
RO,3.71
RR,3.63
RS,3.47
SC,3.34
SE,3.43
SP,3.28
TO,3.58
Total,3.45
