Estado_Sigla,Preco_Media
AC,2.38
AL,2.15
AM,2.05
AP,2.21
BA,2.07
CE,2.16
DF,2.05
ES,2.04
GO,2.02
MA,2.03
MG,2.01
MS,2.13
MT,2.38
PA,2.28
PB,2.04
PE,2.03
PI,2.12
PR,2.01
RJ,2.03
RN,2.02
RO,2.32
RR,2.0
RS,2.17
SC,2.11
SE,1.99
SP,1.93
TO,2.09
Total,2.03
