Estado_Sigla,Preco_Media
AC,4.92
AL,4.58
AM,4.3
AP,3.97
BA,4.57
CE,4.54
DF,4.28
ES,4.47
GO,4.5
MA,4.36
MG,4.72
MS,4.2
MT,4.48
PA,4.61
PB,4.24
PE,4.36
PI,4.57
PR,4.25
RJ,4.87
RN,4.4
RO,4.56
RR,4.09
RS,4.57
SC,4.12
SE,4.39
SP,4.16
TO,4.55
Total,4.41
