Estado_Sigla,Preco_Media
AC,5.17
AL,4.76
AM,4.73
AP,4.09
BA,4.71
CE,4.62
DF,4.59
ES,4.61
GO,4.76
MA,4.4
MG,4.87
MS,4.35
MT,4.7
PA,4.73
PB,4.46
PE,4.48
PI,4.65
PR,4.43
RJ,4.98
RN,4.56
RO,4.68
RR,4.34
RS,4.78
SC,4.23
SE,4.61
SP,4.36
TO,4.83
Total,4.58
